task_id,read,update,scan,insert,memcached_m,memcached_n,memcached_f,memcached_c,memcached_t,memcached_R,memcached_b,memcached_resource,memcached_replicas,memcached_accepting_connections,memcached_connections_listener_disabled_total,memcached_connections_rejected_total,memcached_connections_total,memcached_connections_yielded_total,memcached_current_connections,memcached_current_items,memcached_items_evicted_total,memcached_items_reclaimed_total,memcached_items_total,memcached_lru_crawler_enabled,memcached_lru_crawler_hot_max_factor,memcached_lru_crawler_hot_percent,memcached_lru_crawler_items_checked_total,memcached_lru_crawler_maintainer_thread,memcached_lru_crawler_moves_to_cold_total,memcached_lru_crawler_moves_to_warm_total,memcached_lru_crawler_moves_within_lru_total,memcached_lru_crawler_reclaimed_total,memcached_lru_crawler_sleep,memcached_lru_crawler_starts_total,memcached_lru_crawler_to_crawl,memcached_lru_crawler_warm_max_factor,memcached_lru_crawler_warm_percent,memcached_max_connections,memcached_process_system_cpu_seconds_total,memcached_process_user_cpu_seconds_total,memcached_slab_chunk_size_bytes,memcached_slab_chunks_free,memcached_slab_chunks_free_end,memcached_slab_chunks_per_page,memcached_slab_chunks_used,memcached_slab_cold_items,memcached_slab_current_chunks,memcached_slab_current_items,memcached_slab_current_pages,memcached_slab_hot_age_seconds,memcached_slab_hot_items,memcached_slab_items_age_seconds,memcached_slab_items_crawler_reclaimed_total,memcached_slab_items_evicted_nonzero_total,memcached_slab_items_evicted_time_seconds,memcached_slab_items_evicted_total,memcached_slab_items_evicted_unfetched_total,memcached_slab_items_expired_unfetched_total,memcached_slab_items_moves_to_cold,memcached_slab_items_moves_to_warm,memcached_slab_items_moves_within_lru,memcached_slab_items_outofmemory_total,memcached_slab_items_reclaimed_total,memcached_slab_items_tailrepairs_total,memcached_slab_lru_hits_total,memcached_slab_warm_age_seconds,memcached_slab_warm_items
1327,321.0,81.0,0.0,110.0,704,872,9.26,1113,7,24,1230,7,1,1.0,0.0,0.0,9.0,0.0,2.0,86534.0,23202.0,0.0,109810.0,1.0,0.2,20.0,28844.67,1.0,109794.0,3.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,1113.0,1.07,0.38,920.0,1074.0,0.0,1139.0,65.0,64.0,1139.0,65.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1.0,0.0,0.0,0.0,0.0,5.0,17.0,1.0
1328,385.0,90.0,0.0,116.0,731,829,2.22,1072,24,44,1166,1,1,1.0,0.0,0.0,4.5,0.0,2.0,4401.0,0.0,0.0,4401.0,1.0,0.2,20.0,0.0,1.0,2450.5,0.0,0.0,0.0,100.0,1.0,0.0,2.0,40.0,1072.0,0.05,0.05,880.0,1191.0,0.0,1191.0,0.0,2450.5,1191.0,4401.0,1.0,0.5,1950.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2450.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,302.0,79.0,0.0,109.0,807,806,5.01,1010,27,42,1884,27,1,1.0,0.0,0.0,6.0,0.0,2.33,109681.0,0.0,0.0,109794.0,1.0,0.2,20.0,36560.33,1.0,109763.0,3.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,1010.0,0.92,0.49,856.0,1128.0,0.0,1224.0,96.0,95.0,1224.0,96.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1.0,0.0,0.0,0.0,0.0,4.0,18.0,1.0
1330,331.0,107.0,0.0,117.0,773,851,1.41,1040,22,31,1202,25,1,1.0,0.0,0.0,8.67,0.0,2.0,109725.0,0.0,0.0,109809.0,1.0,0.2,20.0,36575.0,1.0,109786.0,9.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,1040.0,1.01,0.36,904.0,1085.0,0.0,1159.0,74.0,73.0,1159.0,74.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,6.0,3.0,0.0,0.0,0.0,9.0,17.0,1.0
1331,323.0,85.0,0.0,112.0,753,618,5.9,612,8,98,1130,24,1,1.0,0.0,0.0,10.0,0.0,3.0,109719.0,0.0,0.0,109819.0,1.0,0.2,20.0,36573.0,1.0,109798.0,6.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,612.0,1.04,0.37,672.0,1467.0,0.0,1560.0,93.0,93.0,1560.0,93.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1332,342.0,105.0,0.0,116.0,104,878,8.69,1079,7,93,1865,5,1,1.0,0.0,0.0,10.0,0.0,2.33,13418.0,96297.0,0.0,109753.0,1.0,0.2,20.0,4472.67,1.0,109743.0,1.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,1079.0,0.96,0.34,928.0,1101.0,0.0,1129.0,28.0,28.0,1129.0,28.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
1333,324.0,88.0,0.0,111.0,711,904,6.84,977,24,61,1569,19,1,1.0,0.0,0.0,6.0,0.0,2.33,109697.0,0.0,0.0,109801.0,1.0,0.2,20.0,36565.67,1.0,109778.0,3.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,977.0,1.08,0.38,952.0,1010.0,0.0,1101.0,91.0,91.0,1101.0,91.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0
1334,326.0,82.0,0.0,112.0,636,704,6.16,1100,8,47,1056,5,1,1.0,0.0,0.0,11.33,0.0,4.33,109724.0,0.0,0.0,109813.0,1.0,0.2,20.0,109724.0,1.0,109795.0,2.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,1100.0,1.05,0.35,752.0,1314.0,0.0,1394.0,80.0,80.0,1394.0,80.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1335,401.0,79.0,0.0,112.0,529,859,5.69,887,3,103,1188,26,1,1.0,0.0,0.0,9.0,0.0,3.0,106231.0,3464.0,0.0,109803.0,1.0,0.2,20.0,35410.33,1.0,109781.0,2.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,887.0,1.06,0.38,912.0,1046.0,0.0,1149.0,103.0,102.0,1149.0,103.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,1.0,4.0,0.0,0.0,0.0,4.0,20.0,1.0
1336,330.0,93.0,0.0,112.0,663,433,7.37,1022,7,40,1150,15,1,1.0,0.0,0.0,10.67,0.0,4.33,109726.0,0.0,0.0,109814.0,1.0,0.2,20.0,109726.0,1.0,109788.0,2.0,8.0,0.0,100.0,2.0,0.0,2.0,40.0,1022.0,0.99,0.44,488.0,2070.0,0.0,2148.0,78.0,78.0,2148.0,78.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0
1337,308.0,84.0,0.0,106.0,482,844,9.08,797,16,82,1430,6,1,1.0,0.0,0.0,8.0,0.0,3.0,61647.0,48048.0,0.0,109789.0,1.0,0.2,20.0,41098.0,1.0,109772.0,4.0,0.0,0.0,100.0,1.67,0.0,2.0,40.0,797.0,1.03,0.35,896.0,1091.0,0.0,1170.0,79.0,79.0,1170.0,79.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
1338,307.0,94.0,0.0,112.0,733,894,3.16,1053,29,20,1891,25,1,1.0,0.0,0.0,10.0,0.0,2.33,109673.0,0.0,0.0,109783.0,1.0,0.2,20.0,36557.67,1.0,109756.0,4.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,1053.0,0.97,0.42,944.0,1013.0,0.0,1110.0,97.0,97.0,1110.0,97.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,3.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
1339,329.0,82.0,0.0,108.0,700,920,1.74,633,8,25,1459,28,1,1.0,0.0,0.0,8.33,0.0,3.0,109705.0,0.0,0.0,109805.0,1.0,0.2,20.0,36568.33,1.0,109779.0,3.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,633.0,0.95,0.33,968.0,1001.0,0.0,1083.0,82.0,82.0,1083.0,82.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
1340,302.0,90.0,0.0,108.0,830,873,5.32,943,9,22,1168,19,1,1.0,0.0,0.0,10.67,0.0,3.67,109696.0,0.0,0.0,109800.0,1.0,0.2,20.0,36565.33,1.0,109771.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,943.0,1.06,0.38,928.0,1036.0,0.0,1129.0,93.0,93.0,1129.0,93.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1341,300.0,96.0,0.0,109.0,431,785,2.81,995,17,51,1219,24,1,1.0,0.0,0.0,7.0,0.0,2.67,109689.0,0.0,0.0,109809.0,1.0,0.2,20.0,36563.0,1.0,109787.0,4.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,995.0,0.96,0.39,840.0,1148.0,0.0,1248.0,100.0,100.0,1248.0,100.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
1342,373.0,101.0,0.0,119.0,682,963,7.68,826,25,42,1846,4,1,1.0,0.0,0.0,10.33,0.0,3.67,91355.0,18354.0,0.0,109815.0,1.0,0.2,20.0,30451.67,1.0,109795.0,1.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,826.0,1.13,0.42,1016.0,931.0,0.0,1032.0,101.0,101.0,1032.0,101.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,300.0,81.0,0.0,118.0,798,837,2.99,1648,26,89,1534,27,1,1.0,0.0,0.0,7.0,0.0,3.0,109704.0,0.0,0.0,109803.0,1.0,0.2,20.0,73136.0,1.0,109782.0,5.0,1.0,0.0,100.0,1.67,0.0,2.0,40.0,1648.0,0.95,0.44,888.0,1091.0,0.0,1180.0,89.0,88.0,1180.0,89.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,2.0,1.0,0.0,0.0,0.0,2.0,19.0,1.0
1344,349.0,82.0,0.0,112.0,722,818,4.78,1049,8,30,1719,7,1,1.0,0.0,0.0,12.0,0.0,3.0,109702.0,0.0,0.0,109810.0,1.0,0.2,20.0,109702.0,1.0,109794.0,1.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,1049.0,0.97,0.46,872.0,1106.0,0.0,1202.0,96.0,96.0,1202.0,96.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1345,304.0,77.0,0.0,108.0,750,601,9.55,1134,2,64,1926,16,1,1.0,0.0,0.0,10.33,0.0,3.67,109706.0,0.0,0.0,109807.0,1.0,0.2,20.0,36568.67,1.0,109780.0,2.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1134.0,1.01,0.4,656.0,1510.0,0.0,1598.0,88.0,88.0,1598.0,88.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1346,330.0,81.0,0.0,110.0,403,634,8.85,758,9,46,2029,3,1,1.0,0.0,0.0,6.0,0.0,2.33,69234.0,40463.0,0.0,109797.0,1.0,0.2,20.0,23078.0,1.0,109775.0,4.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,758.0,1.0,0.37,688.0,1434.0,0.0,1524.0,90.0,89.0,1524.0,90.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,2.0,1.0,0.0,0.0,0.0,3.0,17.0,1.0
1347,322.0,97.0,0.0,123.0,857,886,8.31,1090,24,27,1106,26,1,1.0,0.0,0.0,10.67,0.0,3.33,109682.0,0.0,0.0,109800.0,1.0,0.2,20.0,36560.67,1.0,109783.0,2.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,1090.0,1.1,0.42,936.0,1012.0,0.0,1120.0,108.0,108.0,1120.0,108.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
1348,304.0,91.0,0.0,111.0,659,861,2.59,1229,22,95,1180,7,1,1.0,0.0,0.0,10.0,0.0,2.67,109698.0,0.0,0.0,109793.0,1.0,0.2,20.0,36566.0,1.0,109773.0,6.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,1229.0,0.99,0.34,912.0,1062.0,0.0,1149.0,87.0,87.0,1149.0,87.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
1349,360.0,87.0,0.0,110.0,788,906,5.6,1013,7,43,1869,24,1,1.0,0.0,0.0,6.0,0.0,2.33,109702.0,0.0,0.0,109796.0,1.0,0.2,20.0,36567.33,1.0,109772.0,1.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1013.0,1.07,0.4,960.0,1008.0,0.0,1092.0,84.0,84.0,1092.0,84.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1350,300.0,77.0,0.0,105.0,705,311,2.06,921,19,111,1203,28,1,1.0,0.0,0.0,10.67,0.0,3.67,109714.0,0.0,0.0,109802.0,1.0,0.2,20.0,73142.67,1.0,109786.0,6.0,2.0,0.0,100.0,1.67,0.0,2.0,40.0,921.0,0.96,0.37,360.0,2838.0,0.0,2912.0,74.0,73.0,2912.0,74.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,3.0,2.0,0.0,0.0,0.0,6.0,18.0,1.0
1351,358.0,87.0,0.0,112.0,770,935,7.57,577,8,69,1895,19,1,1.0,0.0,0.0,10.67,0.0,2.67,107756.0,1952.0,0.0,109811.0,1.0,0.2,20.0,35918.67,1.0,109783.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,577.0,1.16,0.42,984.0,969.0,0.0,1065.0,96.0,96.0,1065.0,96.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1352,357.0,88.0,0.0,111.0,731,870,3.27,974,25,79,1474,25,1,1.0,0.0,0.0,7.0,0.0,2.33,109697.0,0.0,0.0,109801.0,1.0,0.2,20.0,109697.0,1.0,109778.0,4.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,974.0,0.99,0.45,920.0,1049.0,0.0,1139.0,90.0,90.0,1139.0,90.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
1353,337.0,102.0,0.0,119.0,691,382,5.19,1054,9,40,1138,7,1,1.0,0.0,0.0,10.33,0.0,3.0,109696.0,0.0,0.0,109805.0,1.0,0.2,20.0,36565.33,1.0,109777.0,4.0,6.0,0.0,100.0,1.33,0.0,2.0,40.0,1054.0,1.03,0.33,432.0,2329.0,0.0,2427.0,98.0,98.0,2427.0,98.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,3.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0
1354,307.0,85.0,0.0,106.0,828,835,1.11,1101,18,29,1416,8,1,1.0,0.0,0.0,10.67,0.0,2.33,109698.0,0.0,0.0,109803.0,1.0,0.2,20.0,36566.0,1.0,109771.0,3.0,6.0,0.0,100.0,1.33,0.0,2.0,40.0,1101.0,0.96,0.34,888.0,1088.0,0.0,1180.0,92.0,91.0,1180.0,92.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,3.0,6.0,0.0,0.0,0.0,6.0,18.0,1.0
1355,301.0,90.0,0.0,108.0,675,895,7.21,855,9,86,1087,5,1,1.0,0.0,0.0,7.0,0.0,2.67,103892.0,5805.0,0.0,109803.0,1.0,0.2,20.0,34630.67,1.0,109776.0,6.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,855.0,1.07,0.36,944.0,1014.0,0.0,1110.0,96.0,96.0,1110.0,96.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0
1356,321.0,84.0,0.0,107.0,463,599,2.31,1026,7,105,1907,6,1,1.0,0.0,0.0,9.0,0.0,3.0,109700.0,0.0,0.0,109805.0,1.0,0.2,20.0,36566.67,1.0,109783.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1026.0,0.98,0.32,648.0,1523.0,0.0,1618.0,95.0,94.0,1618.0,95.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,5.0,20.0,1.0
1357,344.0,91.0,0.0,116.0,755,858,8.56,784,23,48,1233,27,1,1.0,0.0,0.0,10.33,0.0,3.0,101146.0,8524.0,0.0,109786.0,1.0,0.2,20.0,33715.33,1.0,109768.0,3.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,784.0,1.09,0.4,912.0,1039.0,0.0,1149.0,110.0,110.0,1149.0,110.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0
1358,307.0,81.0,0.0,111.0,722,978,2.53,1071,8,23,1181,15,1,1.0,0.0,0.0,9.0,0.0,5.0,109708.0,0.0,0.0,109805.0,1.0,0.2,20.0,36569.33,1.0,109787.0,4.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,1071.0,1.0,0.38,1032.0,930.0,0.0,1016.0,86.0,86.0,1016.0,86.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0
1359,300.0,85.0,0.0,112.0,839,796,4.55,1138,27,45,1163,19,1,1.0,0.0,0.0,10.0,0.0,3.67,109709.0,0.0,0.0,109804.0,1.0,0.2,20.0,36569.67,1.0,109785.0,2.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1138.0,1.05,0.42,848.0,1149.0,0.0,1236.0,87.0,87.0,1236.0,87.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1360,317.0,86.0,0.0,110.0,810,880,7.87,958,6,91,1751,24,1,1.0,0.0,0.0,6.33,0.0,2.33,109716.0,0.0,0.0,109817.0,1.0,0.2,20.0,36572.0,1.0,109796.0,1.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,958.0,1.12,0.35,928.0,1042.0,0.0,1129.0,87.0,87.0,1129.0,87.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,296.0,76.0,0.0,107.0,747,917,2.74,1005,9,100,1833,6,1,1.0,0.0,0.0,10.67,0.0,2.67,109717.0,0.0,0.0,109809.0,1.0,0.2,20.0,36572.33,1.0,109794.0,2.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1005.0,1.01,0.36,968.0,1004.0,0.0,1083.0,79.0,79.0,1083.0,79.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1362,317.0,100.0,0.0,112.0,716,838,6.17,897,9,50,1220,25,1,1.0,0.0,0.0,11.0,0.0,3.33,109713.0,0.0,0.0,109812.0,1.0,0.2,20.0,109713.0,1.0,109790.0,9.0,3.0,0.0,100.0,2.0,0.0,2.0,40.0,897.0,1.05,0.4,888.0,1093.0,0.0,1180.0,87.0,87.0,1180.0,87.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,4.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0
1363,340.0,75.0,0.0,110.0,870,644,1.5,1047,8,41,1942,4,1,1.0,0.0,0.0,7.0,0.0,2.33,109713.0,0.0,0.0,109812.0,1.0,0.2,20.0,36571.0,1.0,109791.0,4.0,6.0,0.0,100.0,1.33,0.0,2.0,40.0,1047.0,0.97,0.37,696.0,1420.0,0.0,1506.0,86.0,86.0,1506.0,86.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0
1364,303.0,89.0,0.0,106.0,391,272,8.09,834,7,20,1878,28,1,1.0,0.0,0.0,10.67,0.0,3.0,109715.0,0.0,0.0,109796.0,1.0,0.2,20.0,36571.67,1.0,109783.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,834.0,1.01,0.34,320.0,3202.0,0.0,3276.0,74.0,74.0,3276.0,74.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1365,321.0,85.0,0.0,114.0,690,614,5.97,745,4,44,1514,26,1,1.0,0.0,0.0,11.0,0.0,2.67,109701.0,0.0,0.0,109792.0,1.0,0.2,20.0,36567.0,1.0,109779.0,5.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,745.0,1.0,0.39,664.0,1496.0,0.0,1579.0,83.0,81.0,1579.0,83.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,4.0,0.0,0.0,0.0,0.0,6.0,18.0,2.0
1366,310.0,92.0,0.0,114.0,769,949,6.52,1109,23,57,1853,24,1,1.0,0.0,0.0,7.0,0.0,2.33,109708.0,0.0,0.0,109786.0,1.0,0.2,20.0,36569.33,1.0,109772.0,4.0,5.0,0.0,100.0,1.33,0.0,2.0,40.0,1109.0,1.03,0.46,1000.0,976.0,0.0,1048.0,72.0,72.0,1048.0,72.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
1367,332.0,83.0,0.0,109.0,663,854,2.97,1023,25,24,1196,18,1,1.0,0.0,0.0,10.33,0.0,3.33,109696.0,0.0,0.0,109792.0,1.0,0.2,20.0,36565.33,1.0,109773.0,2.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,1023.0,0.99,0.35,904.0,1073.0,0.0,1159.0,86.0,86.0,1159.0,86.0,1.0,0.0,0.0,26.33,0.0,0.0,0.0,0.0,0.0,0.0,93.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0
1368,325.0,93.0,0.0,111.0,633,588,4.98,1066,21,47,1912,5,1,1.0,0.0,0.0,7.67,0.0,2.33,109682.0,0.0,0.0,109791.0,1.0,0.2,20.0,109682.0,1.0,109764.0,6.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,1066.0,1.05,0.52,640.0,1535.0,0.0,1638.0,103.0,103.0,1638.0,103.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1369,310.0,96.0,0.0,117.0,730,819,1.92,978,28,42,1139,14,1,1.0,0.0,0.0,11.0,0.0,3.0,109715.0,0.0,0.0,109818.0,1.0,0.2,20.0,36571.67,1.0,109802.0,4.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,978.0,0.96,0.39,872.0,1109.0,0.0,1202.0,93.0,91.0,1202.0,93.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,4.0,4.0,0.0,0.0,0.0,5.0,21.0,2.0
1370,341.0,85.0,0.0,118.0,706,892,5.41,933,30,27,1165,16,1,1.0,0.0,0.0,10.0,0.0,4.0,109705.0,0.0,0.0,109800.0,1.0,0.2,20.0,36568.33,1.0,109784.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,933.0,1.09,0.45,944.0,1025.0,0.0,1110.0,85.0,84.0,1110.0,85.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2.0,0.0,0.0,0.0,0.0,4.0,17.0,1.0
1371,315.0,95.0,0.0,115.0,445,462,6.3,1083,26,54,1488,8,1,1.0,0.0,0.0,7.67,0.0,2.33,109713.0,0.0,0.0,109795.0,1.0,0.2,20.0,109713.0,1.0,109782.0,4.0,3.0,0.0,100.0,2.0,0.0,2.0,40.0,1083.0,0.99,0.42,512.0,1973.0,0.0,2048.0,75.0,74.0,2048.0,75.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,3.0,3.0,0.0,0.0,0.0,5.0,31.0,1.0
1372,302.0,81.0,0.0,110.0,737,877,9.96,1035,9,108,1438,6,1,1.0,0.0,0.0,10.0,0.0,2.67,83264.0,26418.0,0.0,109785.0,1.0,0.2,20.0,83264.0,1.0,109764.0,0.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,1035.0,1.11,0.35,928.0,1033.0,0.0,1129.0,96.0,96.0,1129.0,96.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1373,303.0,82.0,0.0,108.0,850,921,3.14,992,8,22,1821,20,1,1.0,0.0,0.0,10.0,0.0,2.67,109722.0,0.0,0.0,109825.0,1.0,0.2,20.0,109722.0,1.0,109799.0,3.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,992.0,0.99,0.41,976.0,984.0,0.0,1074.0,90.0,90.0,1074.0,90.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0
1374,376.0,90.0,0.0,111.0,589,862,9.07,865,10,45,1407,28,1,1.0,0.0,0.0,10.33,0.0,2.67,74185.0,35532.0,0.0,109826.0,1.0,0.2,20.0,24728.33,1.0,109800.0,2.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,865.0,1.05,0.37,912.0,1052.0,0.0,1149.0,97.0,97.0,1149.0,97.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1375,333.0,83.0,0.0,110.0,414,902,5.82,631,6,40,1871,19,1,1.0,0.0,0.0,10.67,0.0,2.67,78141.0,31557.0,0.0,109796.0,1.0,0.2,20.0,26047.0,1.0,109775.0,7.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,631.0,1.07,0.3,952.0,1017.0,0.0,1101.0,84.0,83.0,1101.0,84.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,3.0,0.0,0.0,0.0,0.0,7.0,20.0,1.0
