task_id,read,update,scan,insert,redis_redis_tcp_keepalive,redis_repl_diskless_sync_delay,redis_maxmemory,redis_maxmemory_policy,redis_maxmemory_samples,redis_maxclients,redis_tcp_backlog,redis_list_max_ziplist_size,redis_hash_max_ziplist_entries,redis_hash_max_ziplist_value,redis_list_compress_depth,redis_set_max_intset_entries,redis_zset_max_ziplist_entries,redis_zset_max_ziplist_value,redis_hll_sparse_max_bytes,redis_hz,redis_active_defrag_ignore_bytes,redis_lua_time_limit,redis_resource,redis_replicas,redis_active_defrag_running,redis_allocator_frag_bytes,redis_allocator_frag_ratio,redis_allocator_rss_ratio,redis_aof_base_size_bytes,redis_aof_buffer_length,redis_aof_current_rewrite_duration_sec,redis_aof_delayed_fsync,redis_aof_enabled,redis_aof_last_bgrewrite_status,redis_aof_last_cow_size_bytes,redis_aof_last_rewrite_duration_sec,redis_aof_last_write_status,redis_aof_pending_bio_fsync,redis_aof_pending_rewrite,redis_aof_rewrite_in_progress,redis_aof_rewrite_scheduled,redis_blocked_clients,redis_client_recent_max_input_buffer_bytes,redis_client_recent_max_output_buffer_bytes,redis_clients_in_timeout_table,redis_cluster_connections,redis_cluster_enabled,redis_config_io_threads,redis_config_maxclients,redis_connected_clients,redis_connected_slaves,redis_connections_received_total,redis_cpu_sys_children_seconds_total,redis_cpu_sys_main_thread_seconds_total,redis_cpu_sys_seconds_total,redis_cpu_user_children_seconds_total,redis_cpu_user_main_thread_seconds_total,redis_cpu_user_seconds_total,redis_defrag_hits,redis_defrag_key_hits,redis_defrag_key_misses,redis_defrag_misses,redis_dump_payload_sanitizations,redis_evicted_keys_total,redis_expired_keys_total,redis_expired_stale_percentage,redis_expired_time_cap_reached_total,redis_exporter_last_scrape_connect_time_seconds,redis_exporter_last_scrape_duration_seconds,redis_exporter_last_scrape_error,redis_exporter_scrape_duration_seconds_sum,redis_exporter_scrape_duration_seconds_count,redis_exporter_scrapes_total,redis_io_threaded_reads_processed,redis_io_threaded_writes_processed,redis_io_threads_active,redis_keyspace_hits_total,redis_keyspace_misses_total,redis_last_key_groups_scrape_duration_milliseconds,redis_last_slow_execution_duration_seconds,redis_latest_fork_seconds,redis_lazyfree_pending_objects,redis_loading_dump_file,redis_master_repl_offset,redis_mem_clients_normal,redis_mem_clients_slaves,redis_mem_fragmentation_ratio,redis_mem_not_counted_for_eviction_bytes,redis_memory_used_lua_bytes,redis_memory_used_overhead_bytes,redis_memory_used_scripts_bytes,redis_memory_used_startup_bytes,redis_migrate_cached_sockets_total,redis_module_fork_in_progress,redis_module_fork_last_cow_size,redis_number_of_cached_scripts,redis_process_id,redis_pubsub_channels,redis_pubsub_patterns,redis_rdb_bgsave_in_progress,redis_rdb_changes_since_last_save,redis_rdb_current_bgsave_duration_sec,redis_rdb_last_bgsave_duration_sec,redis_rdb_last_bgsave_status,redis_rejected_connections_total,redis_repl_backlog_first_byte_offset,redis_repl_backlog_history_bytes,redis_repl_backlog_is_active,redis_replica_partial_resync_accepted,redis_replica_partial_resync_denied,redis_replica_resyncs_full,redis_second_repl_offset,redis_slave_expires_tracked_keys,redis_slowlog_last_id,redis_slowlog_length,redis_target_scrape_request_errors_total,redis_total_error_replies,redis_total_reads_processed,redis_total_writes_processed,redis_tracking_clients,redis_tracking_total_items,redis_tracking_total_keys,redis_tracking_total_prefixes,redis_unexpected_error_replies,redis_up,redis_uptime_in_seconds
293,117.0,79.0,82559.0,183.0,371,6,3579,volatile-lru,7,99998,2802,1,574,626,3,555,517,475,8369,10,296,8190,18,1,0.0,390050.67,1.0,1.03,1.25,0.0,-1.0,0.0,1.0,1.0,7.21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99998.0,1.0,0.0,4.0,0.15,3.08,3.13,0.96,2.16,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,206.88,18107.0,18107.0,0.0,0.0,0.0,48477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,2560.0,31744.0,1.17,184.0,6.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,268004.0,268000.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0
294,100.0,79.0,79935.0,162.0,377,6,3645,volatile-lru,7,98131,476,1,604,1008,3,528,570,432,1395,13,288,7075,15,1,0.0,391312.0,1.0,1.03,1.29,0.0,-1.0,0.0,1.0,1.0,1.09,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98131.0,1.0,0.0,8.0,0.18,3.0,3.07,1.52,2.32,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,206.92,18114.0,18114.0,0.0,0.0,0.0,54596.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,295475.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,274114.0,274106.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0
295,109.0,81.0,77119.0,183.0,346,6,3106,volatile-lru,6,65951,767,1,632,662,3,602,547,938,1779,15,91,3767,17,1,0.0,438490.67,1.0,1.05,1.25,0.0,-1.0,0.0,1.0,1.0,7.31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65951.0,1.0,0.0,6.0,0.19,3.28,3.34,1.5,2.01,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,206.96,18124.0,18124.0,0.0,0.0,0.0,52975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.95,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41279.0,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,272459.0,272453.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0
296,97.0,67.0,77055.0,155.0,354,6,4136,volatile-lru,7,69632,775,1,613,976,3,501,415,406,5622,15,308,8097,18,1,0.0,416381.33,1.0,1.03,1.3,0.0,-1.0,0.0,1.0,1.0,8.53,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69632.0,1.0,0.0,9.67,0.2,2.65,2.71,1.38,2.41,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.02,18138.67,18138.67,0.0,0.0,0.0,41184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.95,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,243343.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,260714.33,260704.67,0.0,0.0,0.0,0.0,0.0,1.0,88.0
297,94.0,75.0,78655.0,163.0,355,6,4087,volatile-lru,7,72228,747,1,584,953,3,515,392,400,3958,13,333,7968,19,1,0.0,401472.0,1.0,1.03,1.29,0.0,-1.0,0.0,1.0,1.0,7.72,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72228.0,1.0,0.0,9.67,0.27,3.02,3.07,1.71,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.08,18150.67,18150.67,0.0,0.0,0.0,44888.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,8.0,31744.0,9.95,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,264435.33,264425.67,0.0,0.0,0.0,0.0,0.0,1.0,82.0
298,120.0,76.0,82239.0,176.0,361,6,3943,volatile-lru,7,68539,471,1,609,497,3,508,471,445,5164,16,314,8100,18,1,0.0,417632.0,1.0,1.03,1.28,0.0,-1.0,0.0,1.0,1.0,7.35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68539.0,1.0,0.0,6.67,0.17,3.17,3.22,1.1,1.99,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.13,18160.67,18160.67,0.0,0.0,0.0,40229.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.96,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.78,-1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,259820.33,259813.67,0.0,0.0,0.0,0.0,0.0,1.0,118.0
300,108.0,72.0,79167.0,162.0,356,7,6735,volatile-lru,4,68998,889,1,595,965,1,440,481,460,7239,20,342,7478,18,1,0.0,414842.67,1.0,1.03,1.27,0.0,-1.0,0.0,1.0,1.0,7.35,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68998.0,1.0,0.0,4.0,0.25,3.09,3.19,1.47,2.16,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.19,18181.0,18181.0,0.0,0.0,0.0,54140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.96,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,273657.0,273653.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0
301,119.0,86.0,73599.0,182.0,332,2,7730,volatile-lru,7,72872,1110,1,650,902,3,489,593,490,4617,15,305,8478,16,1,0.0,419952.0,1.0,1.03,1.26,0.0,-1.0,0.0,1.0,1.0,7.29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6826.67,0.0,0.0,0.0,0.0,1.0,72872.0,1.0,0.0,10.67,0.11,3.14,3.18,0.91,2.17,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.25,18194.67,18194.67,0.0,0.0,0.0,47812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.96,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.13,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,267430.33,267419.67,0.0,0.0,0.0,0.0,0.0,1.0,104.0
302,100.0,66.0,77503.0,156.0,222,6,4388,volatile-ttl,6,69753,725,1,619,985,2,532,439,409,9054,12,269,7796,21,1,0.0,391757.33,1.0,1.03,1.27,0.0,-1.0,0.0,1.0,1.0,7.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69753.0,1.0,0.0,7.67,0.15,2.96,3.02,0.85,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.29,18205.67,18205.67,0.0,0.0,0.0,47568.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.96,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.21,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,267110.33,267102.67,0.0,0.0,0.0,0.0,0.0,1.0,47.0
303,94.0,75.0,79551.0,159.0,208,6,4464,volatile-ttl,6,66314,698,1,617,794,2,522,967,389,9404,12,270,8367,20,1,0.0,402248.0,1.0,1.03,1.28,0.0,-1.0,0.0,1.0,1.0,7.49,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66314.0,1.0,0.0,9.0,0.12,3.13,3.18,0.93,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.33,18219.0,18219.0,0.0,0.0,0.0,48043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.96,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.15,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,267601.0,267592.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0
304,118.0,84.0,84031.0,182.0,234,6,4269,volatile-ttl,6,73330,235,1,605,943,2,473,341,409,7577,10,305,7736,22,1,0.0,405768.0,1.0,1.05,1.27,0.0,-1.0,0.0,1.0,1.0,7.32,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73330.0,1.0,0.0,9.33,0.24,3.1,3.16,1.54,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.39,18229.33,18229.33,0.0,0.0,0.0,50332.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.96,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,269909.67,269900.33,0.0,0.0,0.0,0.0,0.0,1.0,75.67
305,95.0,72.0,77695.0,158.0,345,6,4754,volatile-ttl,6,69609,983,1,627,532,2,508,630,442,5411,14,280,8014,20,1,0.0,396192.0,1.0,1.03,1.29,0.0,-1.0,0.0,1.0,1.0,7.45,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69609.0,1.0,0.0,9.0,0.26,3.16,3.2,1.49,1.93,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.44,18244.0,18244.0,0.0,0.0,0.0,46678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.96,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,266235.0,266226.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0
306,92.0,73.0,76927.0,158.0,274,6,4175,volatile-ttl,5,76060,111,1,616,977,2,517,390,420,1209,13,270,6290,19,1,0.0,404349.33,1.0,1.04,1.26,0.0,-1.0,0.0,1.0,1.0,7.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76060.0,1.0,0.0,11.33,0.12,3.29,3.35,0.88,2.04,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.49,18254.33,18254.33,0.0,0.0,0.0,55977.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.95,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.15,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,275454.67,275443.33,0.0,0.0,0.0,0.0,0.0,1.0,103.33
307,93.0,71.0,80511.0,156.0,226,6,3860,volatile-ttl,5,70134,1311,1,592,933,2,504,579,459,9057,11,265,6726,22,1,0.0,390125.33,1.0,1.03,1.28,0.0,-1.0,0.0,1.0,1.0,7.38,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70134.0,1.0,0.0,9.33,0.15,3.03,3.08,1.2,2.13,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.55,18265.33,18265.33,0.0,0.0,0.0,47750.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.96,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,607968.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,267313.67,267304.33,0.0,0.0,0.0,0.0,0.0,1.0,108.0
308,102.0,68.0,77439.0,158.0,368,6,4252,volatile-lfu,6,70750,624,1,646,966,2,458,444,375,3430,18,286,7787,21,1,0.0,390448.0,1.0,1.05,1.28,0.0,-1.0,0.0,1.0,1.0,7.38,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70750.0,1.0,0.0,8.33,0.19,3.26,3.31,1.46,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.63,18275.33,18275.33,0.0,0.0,0.0,40275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,8.0,31744.0,9.95,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,-1.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,259878.67,259870.33,0.0,0.0,0.0,0.0,0.0,1.0,131.0
309,121.0,83.0,86975.0,181.0,218,6,4002,noeviction,18,98099,848,1,989,616,3,532,500,437,9592,21,367,7859,19,1,0.0,426613.33,1.0,1.05,1.28,0.0,-1.0,0.0,1.0,1.0,9.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98099.0,1.0,0.0,9.0,0.16,3.08,3.14,1.12,2.14,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.69,18287.0,18287.0,0.0,0.0,0.0,42756.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.76,-1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,262353.0,262344.0,0.0,0.0,0.0,0.0,0.0,1.0,117.0
310,115.0,87.0,81087.0,185.0,195,6,3831,volatile-ttl,7,97207,1143,1,578,982,2,817,541,407,5665,13,322,8295,21,1,0.0,403586.67,1.0,1.03,1.23,0.0,-1.0,0.0,1.0,1.0,7.29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97207.0,1.0,0.0,9.0,0.17,3.17,3.23,1.33,2.18,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.73,18298.0,18298.0,0.0,0.0,0.0,56163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.1,184.0,5.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,344084.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,275714.0,275705.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0
311,99.0,76.0,75199.0,162.0,219,1,4967,noeviction,6,61835,731,1,622,569,1,534,448,733,1011,16,188,8657,25,1,0.0,389533.33,1.0,1.04,1.29,0.0,-1.0,0.0,1.0,1.0,7.49,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61835.0,1.0,0.0,11.0,0.11,3.05,3.1,0.93,2.23,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.78,18309.0,18309.0,0.0,0.0,0.0,42475.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.17,184.0,3.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.16,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,262074.0,262063.0,0.0,0.0,0.0,0.0,0.0,1.0,104.0
312,97.0,78.0,76799.0,163.0,264,7,4415,volatile-ttl,7,67743,1477,1,560,590,3,646,920,1024,2061,19,250,7625,8,1,0.0,373984.0,1.0,1.03,1.26,0.0,-1.0,0.0,1.0,1.0,7.85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67743.0,1.0,0.0,8.0,0.13,3.03,3.08,0.92,2.28,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.84,18321.0,18321.0,0.0,0.0,0.0,48184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,8.0,31744.0,9.95,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.11,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,267754.0,267746.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0
313,93.0,67.0,73151.0,157.0,358,7,3244,volatile-lfu,4,75135,326,1,601,995,3,486,421,523,1535,13,260,8236,23,1,0.0,414392.0,1.0,1.05,1.29,0.0,-1.0,0.0,1.0,1.0,7.43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75135.0,1.0,0.0,8.0,0.2,3.04,3.12,1.34,2.14,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.9,18333.0,18333.0,0.0,0.0,0.0,49263.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.95,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,297990.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,268784.0,268776.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0
314,95.0,72.0,78271.0,156.0,338,7,3220,volatile-lfu,4,74170,376,1,602,993,2,494,427,977,1234,12,276,8204,22,1,0.0,373776.0,1.0,1.03,1.28,0.0,-1.0,0.0,1.0,1.0,8.46,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74170.0,1.0,0.0,10.67,0.15,3.09,3.14,1.2,2.19,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,207.96,18344.67,18344.67,0.0,0.0,0.0,49112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,8.0,31744.0,9.95,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.76,-1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,268673.33,268662.67,0.0,0.0,0.0,0.0,0.0,1.0,118.0
315,122.0,81.0,87103.0,183.0,348,7,3431,volatile-lfu,5,78302,368,1,589,761,3,422,406,1004,1567,15,262,8093,23,1,0.0,413242.67,1.0,1.03,1.25,0.0,-1.0,0.0,1.0,1.0,7.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78302.0,1.0,0.0,9.67,0.15,3.08,3.12,1.35,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,208.02,18355.67,18355.67,0.0,0.0,0.0,53602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,1.01,184.0,4.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,367518.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,273170.33,273160.67,0.0,0.0,0.0,0.0,0.0,1.0,88.0
316,95.0,74.0,82431.0,162.0,357,7,2986,volatile-lfu,3,78312,572,1,637,879,3,498,420,692,1356,13,245,7237,19,1,0.0,389344.0,1.0,1.05,1.3,0.0,-1.0,0.0,1.0,1.0,8.4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78312.0,1.0,0.0,6.67,0.24,3.09,3.13,1.23,2.23,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,208.07,18365.67,18365.67,0.0,0.0,0.0,46401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,8.0,31744.0,1.01,184.0,4.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,585527.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,265973.33,265966.67,0.0,0.0,0.0,0.0,0.0,1.0,109.0
317,88.0,72.0,78591.0,156.0,362,3,7029,volatile-lfu,4,75444,897,1,612,688,3,471,432,580,1743,10,253,5777,8,1,0.0,409442.67,1.0,1.03,1.27,0.0,-1.0,0.0,1.0,1.0,7.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75444.0,1.0,0.0,9.0,0.16,3.06,3.12,1.21,2.21,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,208.11,18378.0,18378.0,0.0,0.0,0.0,54094.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,2560.0,31744.0,9.96,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.73,-1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,273674.0,273665.0,0.0,0.0,0.0,0.0,0.0,1.0,118.0
318,93.0,70.0,81279.0,158.0,354,7,5141,noeviction,13,72071,564,1,1013,908,2,517,406,525,1507,79,266,1576,5,1,0.0,405802.67,1.0,1.03,1.23,0.0,-1.0,0.0,1.0,1.0,7.28,2.0,1.0,0.0,0.0,0.0,0.0,0.0,13653.33,0.0,0.0,0.0,0.0,1.0,72071.0,1.0,0.0,10.67,0.25,3.44,3.49,1.69,2.23,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,208.17,18390.67,18390.67,0.0,0.0,0.0,46775.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,25088.0,0.0,1.05,2560.0,31744.0,9.98,184.0,4.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,243682.0,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,266330.33,266319.67,0.0,0.0,0.0,0.0,0.0,1.0,103.0
